,Wm,W0m,dm,tm,rows,Xa,Ya,gain,vswr,bandwidth
0,2142.9,162.86,77.143,214.29,3.0,0.0,2142.9,2.7991746,1.3720397,110.66980000000017
1,2142.9,162.86,77.143,214.29,3.0,3543.5,6964.3,2.8173046000000004,1.6381034,120.7497000000002
2,2142.9,162.86,351.43,214.29,5.0,8365.0,6964.3,2.9414135,1.2427138,123.69010000000058
3,2142.9,162.86,351.43,214.29,3.0,8365.0,2142.9,2.8440777,1.2425867,122.43009999999988
4,2142.9,162.86,351.43,214.29,3.0,8365.0,6964.3,2.8123150000000003,1.271176,124.31979999999989
5,2142.9,162.86,351.43,214.29,3.0,8365.0,11786.0,2.9063831,1.4577924,123.47980000000058
6,2142.9,162.86,351.43,214.29,3.0,8365.0,16607.0,2.9450626,1.7333131000000002,114.8701000000001
7,2142.9,162.86,351.43,214.29,3.0,10776.0,2142.9,2.8390903,1.2430451,122.43009999999988
8,2142.9,162.86,351.43,214.29,3.0,10776.0,6964.3,2.8083363,1.2714631,124.10999999999994
9,2142.9,162.86,351.43,214.29,3.0,10776.0,11786.0,2.9034401,1.458533,123.26980000000054
10,2142.9,162.86,351.43,214.29,3.0,10776.0,16607.0,2.9773779,1.3717776000000002,122.42989999999976
11,2142.9,162.86,351.43,214.29,5.0,0.0,2142.9,1.2266593,7.6572815,
12,2142.9,162.86,77.143,214.29,3.0,3543.5,11786.0,2.9593142999999995,1.4406098,123.48009999999964
13,2142.9,162.86,351.43,214.29,5.0,0.0,6964.3,1.5057931,7.278063499999999,
14,2142.9,162.86,351.43,214.29,5.0,1132.8,2142.9,2.8172958,1.1893938,121.5900999999997
15,2142.9,162.86,351.43,214.29,5.0,1132.8,6964.3,2.9364566,1.3272752,123.48000000000026
16,2142.9,162.86,351.43,214.29,5.0,3543.5,2142.9,2.8312622000000003,1.0685864,122.21999999999954
17,2142.9,162.86,351.43,214.29,5.0,3543.5,6964.3,2.946069,1.2536767,123.69019999999998
18,2142.9,162.86,351.43,214.29,5.0,5954.3,2142.9,2.8253577,1.0610411,122.01019999999964
19,2142.9,162.86,351.43,214.29,5.0,5954.3,6964.3,2.9440047000000003,1.2502148000000002,123.68990000000046
20,2142.9,162.86,351.43,214.29,5.0,8365.0,2142.9,2.8199608,1.0533496,122.00999999999996
21,2142.9,162.86,351.43,214.29,5.0,8365.0,6964.3,2.9414131,1.2427138999999998,123.69010000000058
22,2142.9,162.86,351.43,214.29,5.0,10776.0,2142.9,2.8132994,1.0523037,121.80009999999974
23,2142.9,162.86,77.143,214.29,3.0,3543.5,16607.0,2.4477972,1.9351677,104.36990000000002
24,2142.9,162.86,351.43,214.29,5.0,10776.0,6964.3,2.9365429,1.2421969,123.48010000000008
25,2142.9,162.86,351.43,214.29,7.0,0.0,2142.9,1.4328942,6.9854833,
26,2142.9,162.86,351.43,214.29,7.0,1132.8,2142.9,2.8899379,1.0452724,122.21999999999954
27,2142.9,162.86,351.43,214.29,7.0,3543.5,2142.9,2.8950211,1.1569608,122.8498999999994
28,2142.9,162.86,351.43,214.29,7.0,5954.3,2142.9,2.8881553,1.1657871000000002,122.84989999999983
29,2142.9,162.86,351.43,214.29,7.0,8365.0,2142.9,2.8818121,1.1739754999999998,122.84999999999968
30,2142.9,162.86,351.43,214.29,7.0,10776.0,2142.9,2.8736089,1.175374,122.64019999999933
31,2142.9,162.86,488.57,214.29,3.0,0.0,2142.9,2.7528041,1.3682635,111.72009999999987
32,2142.9,162.86,488.57,214.29,3.0,0.0,6964.3,1.436656,7.303622,
33,2142.9,162.86,488.57,214.29,3.0,0.0,11786.0,2.90577,1.7084244999999998,116.33989999999984
34,2142.9,162.86,77.143,214.29,3.0,5954.3,2142.9,2.9069562,1.2291569,122.6398000000004
35,2142.9,162.86,488.57,214.29,3.0,0.0,16607.0,2.5210895,2.5626779,75.38989999999978
36,2142.9,162.86,488.57,214.29,3.0,1132.8,2142.9,2.8607527000000004,1.170279,122.43010000000032
37,2142.9,162.86,488.57,214.29,3.0,1132.8,6964.3,2.8246121,1.3132666000000002,124.32009999999984
38,2142.9,162.86,488.57,214.29,3.0,1132.8,11786.0,2.9178851000000003,1.4377065,123.48009999999964
39,2142.9,162.86,488.57,214.29,3.0,1132.8,16607.0,2.7108803,2.0945559,96.5997999999999
40,2142.9,162.86,488.57,214.29,3.0,3543.5,2142.9,2.8639842,1.2234277,122.4299000000002
41,2142.9,162.86,488.57,214.29,3.0,3543.5,6964.3,2.8345403,1.2402018,124.53029999999998
42,2142.9,162.86,488.57,214.29,3.0,3543.5,11786.0,2.9200672,1.4435372,123.48010000000008
43,2142.9,162.86,488.57,214.29,3.0,3543.5,16607.0,2.85046,1.9137869,105.4198999999998
44,2142.9,162.86,488.57,214.29,3.0,5954.3,2142.9,2.8598799,1.2316359,122.4303
45,2142.9,162.86,77.143,214.29,3.0,5954.3,6964.3,2.8156757000000003,1.6342981,120.95999999999974
46,2142.9,162.86,488.57,214.29,3.0,5954.3,6964.3,2.8323583,1.2367473999999998,124.52980000000036
47,2142.9,162.86,488.57,214.29,3.0,5954.3,11786.0,2.9182318,1.4470708,123.480100000001
48,2142.9,162.86,488.57,214.29,3.0,5954.3,16607.0,2.9061252,1.7887143,111.9298999999998
49,2142.9,162.86,488.57,214.29,3.0,8365.0,2142.9,2.8560798,1.239834,122.43010000000076
50,2142.9,162.86,488.57,214.29,3.0,8365.0,6964.3,2.8311565,1.2293302,124.53010000000076
51,2142.9,162.86,488.57,214.29,3.0,8365.0,11786.0,2.9164103,1.4551579,123.48010000000052
52,2142.9,162.86,488.57,214.29,3.0,8365.0,16607.0,2.9493362000000003,1.7447137,114.24000000000012
53,2142.9,325.71,77.143,214.29,3.0,1132.8,11786.0,2.9770293,1.4376431,123.6904000000001
54,2142.9,325.71,77.143,214.29,3.0,1132.8,16607.0,2.2336051,2.1029171000000004,88.20010000000033
55,2142.9,325.71,77.143,214.29,3.0,3543.5,2142.9,2.9355337,1.2228249,122.64009999999992
56,2142.9,162.86,77.143,214.29,3.0,5954.3,11786.0,2.9578115,1.4436569,123.48010000000008
57,2142.9,325.71,77.143,214.29,3.0,3543.5,6964.3,2.8434048,1.6381369,120.7497000000002
58,2142.9,325.71,77.143,214.29,3.0,3543.5,11786.0,2.9786302000000004,1.4395398,123.48009999999964
59,2142.9,325.71,77.143,214.29,3.0,3543.5,16607.0,2.4835141,1.9312411,104.36990000000002
60,2142.9,325.71,77.143,214.29,3.0,5954.3,2142.9,2.9313592,1.2299069,122.42980000000036
61,2142.9,325.71,77.143,214.29,3.0,5954.3,6964.3,2.8423459,1.6347466,120.95999999999974
62,2142.9,325.71,77.143,214.29,3.0,5954.3,11786.0,2.9771967,1.4422771,123.48010000000008
63,2142.9,325.71,77.143,214.29,3.0,5954.3,16607.0,2.483113,1.8239012,108.98989999999964
64,2142.9,325.71,77.143,214.29,3.0,8365.0,2142.9,2.9211264,1.238097,122.43009999999988
65,2142.9,325.71,77.143,214.29,3.0,8365.0,6964.3,2.8339478,1.6246454,121.5898999999996
66,2142.9,325.71,77.143,214.29,3.0,8365.0,11786.0,2.9704083,1.4505651000000002,123.69019999999998
67,2142.9,162.86,77.143,214.29,3.0,5954.3,16607.0,2.4472806,1.8277677,109.20020000000008
68,2142.9,325.71,77.143,214.29,3.0,8365.0,16607.0,2.7414559,1.8143803,110.66989999999998
69,2142.9,325.71,77.143,214.29,5.0,0.0,2142.9,1.2229716,7.960146400000001,
70,2142.9,325.71,77.143,214.29,5.0,0.0,6964.3,1.265661,8.1966315,
71,2142.9,325.71,77.143,214.29,5.0,1132.8,2142.9,2.8765399,1.1871998,121.3799
72,2142.9,325.71,77.143,214.29,5.0,1132.8,6964.3,2.8825128,1.6784415,118.2300999999999
73,2142.9,325.71,77.143,214.29,5.0,3543.5,2142.9,2.8902447,1.0713911,122.21990000000017
74,2142.9,325.71,77.143,214.29,5.0,3543.5,6964.3,2.8962311,1.5974653,121.59019999999998
75,2142.9,325.71,77.143,214.29,5.0,5954.3,2142.9,2.8853078,1.0648289,122.21979999999988
76,2142.9,325.71,77.143,214.29,5.0,5954.3,6964.3,2.8945051,1.5941877,121.3799
77,2142.9,325.71,77.143,214.29,5.0,8365.0,2142.9,2.8774905,1.0572001,122.00999999999996
78,2142.9,162.86,77.143,214.29,3.0,8365.0,2142.9,2.9006863,1.237277,122.43009999999988
79,2142.9,325.71,77.143,214.29,5.0,8365.0,6964.3,2.892252,1.5846573999999998,121.5900999999997
80,2142.9,325.71,77.143,214.29,7.0,0.0,2142.9,1.4088646,7.3212592,
81,2142.9,325.71,77.143,214.29,7.0,1132.8,2142.9,2.9409527,1.047616,122.01020000000008
82,2142.9,325.71,77.143,214.29,7.0,3543.5,2142.9,2.9465398,1.1541148,122.84990000000028
83,2142.9,325.71,77.143,214.29,7.0,5954.3,2142.9,2.9410426,1.1618304,122.85000000000012
84,2142.9,325.71,77.143,214.29,7.0,8365.0,2142.9,2.9323994,1.1697252,122.85000000000012
85,2142.9,325.71,214.29,214.29,3.0,0.0,2142.9,2.7539622,1.3332903,111.9298999999998
86,2142.9,325.71,214.29,214.29,3.0,0.0,6964.3,1.2399818,8.016448700000002,
87,2142.9,325.71,214.29,214.29,3.0,0.0,11786.0,2.8982842,1.7273811999999995,115.2896999999995
88,2142.9,325.71,214.29,214.29,3.0,0.0,16607.0,2.7371777,2.6431765,73.49990000000028
89,2142.9,162.86,77.143,214.29,3.0,8365.0,6964.3,2.8111205000000004,1.6243623,121.5898999999996
90,2142.9,325.71,214.29,214.29,3.0,1132.8,2142.9,2.8523916,1.1821308,122.42989999999976
91,2142.9,325.71,214.29,214.29,3.0,1132.8,6964.3,2.74011,1.7417349999999998,114.65979999999963
92,2142.9,325.71,214.29,214.29,3.0,1132.8,11786.0,2.9097386000000003,1.4443278999999998,123.480100000001
93,2142.9,325.71,214.29,214.29,3.0,1132.8,16607.0,2.8439912,2.1137087,95.96990000000004
94,2142.9,325.71,214.29,214.29,3.0,3543.5,2142.9,2.8535772,1.2277426000000002,122.6398000000004
95,2142.9,325.71,214.29,214.29,3.0,3543.5,6964.3,2.7531813,1.6594615,119.49009999999971
96,2142.9,325.71,214.29,214.29,3.0,3543.5,11786.0,2.9110784,1.4462129,123.480100000001
97,2142.9,325.71,214.29,214.29,3.0,3543.5,16607.0,2.9176201,1.9007954,106.04999999999976
98,2142.9,325.71,214.29,214.29,3.0,5954.3,2142.9,2.8492117,1.2355055,122.42980000000036
99,2142.9,325.71,214.29,214.29,3.0,5954.3,6964.3,2.7511372000000005,1.6556383,119.69989999999964
100,2142.9,162.86,77.143,214.29,3.0,8365.0,11786.0,2.9537055,1.4518337,123.48010000000052
101,2142.9,325.71,214.29,214.29,3.0,5954.3,11786.0,2.9091359,1.4494394,123.47989999999996
102,2142.9,325.71,214.29,214.29,3.0,5954.3,16607.0,2.9457693,1.7653525,113.1899999999999
103,2142.9,325.71,214.29,214.29,3.0,8365.0,2142.9,2.844732,1.2437214,122.43009999999988
104,2142.9,325.71,214.29,214.29,3.0,8365.0,6964.3,2.7495488,1.6458026,120.3297999999995
105,2142.9,325.71,214.29,214.29,3.0,8365.0,11786.0,2.9068591,1.457553,123.26980000000054
106,2142.9,325.71,214.29,214.29,3.0,8365.0,16607.0,2.9614327,1.7145083,115.91979999999948
107,2142.9,325.71,214.29,214.29,5.0,0.0,2142.9,1.2578973999999998,7.5557177,
108,2142.9,325.71,214.29,214.29,5.0,0.0,6964.3,1.3356511,7.8865875,
109,2142.9,325.71,214.29,214.29,5.0,1132.8,2142.9,2.8180233,1.1808572,121.38000000000028
110,2142.9,325.71,214.29,214.29,5.0,1132.8,6964.3,2.8634352,1.7035294,116.75979999999964
111,2142.9,162.86,77.143,214.29,3.0,0.0,6964.3,1.2164411,8.3779985,
112,2142.9,162.86,77.143,214.29,3.0,8365.0,16607.0,2.7115956000000003,1.8186504,110.45979999999966
113,2142.9,325.71,214.29,214.29,5.0,3543.5,2142.9,2.8296189,1.0670267,122.00999999999996
114,2142.9,325.71,214.29,214.29,5.0,3543.5,6964.3,2.875991,1.6224333,121.38009999999966
115,2142.9,325.71,214.29,214.29,5.0,5954.3,2142.9,2.8236226,1.0600375,122.01019999999964
116,2142.9,325.71,214.29,214.29,5.0,5954.3,6964.3,2.8737679,1.6187223,121.3801000000001
117,2142.9,325.71,214.29,214.29,5.0,8365.0,2142.9,2.8184957,1.0524673,121.80009999999974
118,2142.9,325.71,214.29,214.29,5.0,8365.0,6964.3,2.8726369,1.6091402,121.38009999999922
119,2142.9,325.71,214.29,214.29,7.0,0.0,2142.9,1.4634017,6.887117599999999,
120,2142.9,325.71,214.29,214.29,7.0,1132.8,2142.9,2.8902156000000003,1.0510795,122.22010000000029
121,2142.9,325.71,214.29,214.29,7.0,3543.5,2142.9,2.8932450000000003,1.1584451999999998,123.05969999999932
122,2142.9,325.71,214.29,214.29,7.0,5954.3,2142.9,2.8868264,1.1666376,122.84999999999968
123,2142.9,162.86,77.143,214.29,3.0,10776.0,2142.9,2.8830499,1.2384563999999998,122.43009999999988
124,2142.9,325.71,214.29,214.29,7.0,8365.0,2142.9,2.8799123,1.1747347,122.84999999999968
125,2142.9,325.71,351.43,214.29,3.0,0.0,2142.9,2.7478071,1.3434025,111.93019999999976
126,2142.9,325.71,351.43,214.29,3.0,0.0,6964.3,1.4021293,7.3750671,
127,2142.9,325.71,351.43,214.29,3.0,0.0,11786.0,2.8955172,1.7238206000000005,115.49999999999994
128,2142.9,325.71,351.43,214.29,3.0,0.0,16607.0,2.5131782000000005,2.5689078,75.18009999999987
129,2142.9,325.71,351.43,214.29,3.0,1132.8,2142.9,2.8490933,1.1794773,122.21979999999988
130,2142.9,325.71,351.43,214.29,3.0,1132.8,6964.3,2.8055577,1.3553919,123.89990000000051
131,2142.9,325.71,351.43,214.29,3.0,1132.8,11786.0,2.9073994,1.443188,123.48010000000008
132,2142.9,325.71,351.43,214.29,3.0,1132.8,16607.0,2.7046523,2.0887932,96.80990000000024
133,2142.9,325.71,351.43,214.29,3.0,3543.5,2142.9,2.8514316,1.2271451,122.43000000000048
134,2142.9,162.86,77.143,214.29,3.0,10776.0,6964.3,2.7932939,1.6238347,121.5898999999996
135,2142.9,325.71,351.43,214.29,3.0,3543.5,6964.3,2.8156264,1.2824421,124.52989999999974
136,2142.9,325.71,351.43,214.29,3.0,3543.5,11786.0,2.9091761000000003,1.4459991,123.480100000001
137,2142.9,325.71,351.43,214.29,3.0,3543.5,16607.0,2.8449581000000004,1.9026415,106.04999999999976
138,2142.9,325.71,351.43,214.29,3.0,5954.3,2142.9,2.847001,1.2348781999999998,122.42980000000036
139,2142.9,325.71,351.43,214.29,3.0,5954.3,6964.3,2.8133642000000005,1.2791618,124.32000000000043
140,2142.9,325.71,351.43,214.29,3.0,5954.3,11786.0,2.9076213,1.4493011,123.47989999999996
141,2142.9,325.71,351.43,214.29,3.0,5954.3,16607.0,2.900839,1.7773996,112.55979999999964
142,2142.9,325.71,351.43,214.29,3.0,8365.0,2142.9,2.8428486,1.2430293,122.43009999999988
143,2142.9,325.71,351.43,214.29,3.0,8365.0,6964.3,2.8114269,1.2715602,124.10999999999994
144,2142.9,325.71,351.43,214.29,3.0,8365.0,11786.0,2.9050874,1.4573492,123.26980000000054
145,2142.9,162.86,77.143,214.29,3.0,10776.0,11786.0,2.9392517,1.4534616000000002,123.48010000000052
146,2142.9,325.71,351.43,214.29,3.0,8365.0,16607.0,2.9439303,1.7329566000000003,114.8701000000001
147,2142.9,325.71,351.43,214.29,5.0,0.0,2142.9,1.2410326,7.6130171,
148,2142.9,325.71,351.43,214.29,5.0,0.0,6964.3,1.5113793,7.259340299999999,
149,2142.9,325.71,351.43,214.29,5.0,1132.8,2142.9,2.8164969,1.184148,121.5900999999997
150,2142.9,325.71,351.43,214.29,5.0,1132.8,6964.3,2.9361907000000005,1.325114,123.480100000001
151,2142.9,325.71,351.43,214.29,5.0,3543.5,2142.9,2.8292952,1.0673817,122.00999999999996
152,2142.9,325.71,351.43,214.29,5.0,3543.5,6964.3,2.9455199,1.2534287,123.69019999999998
153,2142.9,325.71,351.43,214.29,5.0,5954.3,2142.9,2.8241386000000004,1.0604049,122.01019999999964
154,2142.9,325.71,351.43,214.29,5.0,5954.3,6964.3,2.9431617,1.2502548,123.68990000000046
155,2142.9,325.71,351.43,214.29,5.0,8365.0,2142.9,2.8186879,1.0529075,122.00999999999996
156,2142.9,162.86,77.143,214.29,3.0,10776.0,16607.0,2.9854596,1.3703694,122.6401000000008
157,2142.9,325.71,351.43,214.29,5.0,8365.0,6964.3,2.9409456,1.2428403,123.69010000000058
158,2142.9,325.71,351.43,214.29,7.0,0.0,2142.9,1.447072,6.9434731,
159,2142.9,325.71,351.43,214.29,7.0,1132.8,2142.9,2.8890609,1.0480146,122.22009999999985
160,2142.9,325.71,351.43,214.29,7.0,3543.5,2142.9,2.8927519,1.1576288,123.05969999999932
161,2142.9,325.71,351.43,214.29,7.0,5954.3,2142.9,2.8869043,1.1658133,122.6398999999998
162,2142.9,325.71,351.43,214.29,7.0,8365.0,2142.9,2.8804526000000004,1.1738219,122.6398999999998
163,2142.9,325.71,488.57,214.29,3.0,0.0,2142.9,2.7896913,1.35835,111.92990000000025
164,2142.9,325.71,488.57,214.29,3.0,0.0,6964.3,1.4822886,7.295641199999999,
165,2142.9,325.71,488.57,214.29,3.0,0.0,11786.0,2.9320819,1.7104053,116.33989999999984
166,2142.9,325.71,488.57,214.29,3.0,0.0,16607.0,2.5467178,2.5690807,75.18009999999987
167,2142.9,162.86,77.143,214.29,5.0,0.0,2142.9,1.1987208,8.0135323,
168,2142.9,325.71,488.57,214.29,3.0,1132.8,2142.9,2.8916413,1.1737323,122.42989999999976
169,2142.9,325.71,488.57,214.29,3.0,1132.8,6964.3,2.8550607999999995,1.3129198,124.32009999999984
170,2142.9,325.71,488.57,214.29,3.0,1132.8,11786.0,2.9432062,1.4370181999999998,123.6904000000001
171,2142.9,325.71,488.57,214.29,3.0,1132.8,16607.0,2.7346137,2.0951667,96.5997999999999
172,2142.9,325.71,488.57,214.29,3.0,3543.5,2142.9,2.8942862000000003,1.2232568,122.64009999999992
173,2142.9,325.71,488.57,214.29,3.0,3543.5,6964.3,2.8643321,1.2416036,124.52980000000036
174,2142.9,325.71,488.57,214.29,3.0,3543.5,11786.0,2.9450089,1.4409738,123.68989999999955
175,2142.9,325.71,488.57,214.29,3.0,3543.5,16607.0,2.87291,1.9107332,105.62989999999984
176,2142.9,325.71,488.57,214.29,3.0,5954.3,2142.9,2.8903306,1.2309742,122.64010000000036
177,2142.9,325.71,488.57,214.29,3.0,5954.3,6964.3,2.8618752,1.2383361000000002,124.52980000000036
178,2142.9,162.86,77.143,214.29,5.0,0.0,6964.3,1.2537592,8.2257057,
179,2142.9,325.71,488.57,214.29,3.0,5954.3,11786.0,2.9434572,1.4442716999999998,123.27000000000066
180,2142.9,325.71,488.57,214.29,3.0,5954.3,16607.0,2.9282214,1.7851266,112.14000000000011
181,2142.9,325.71,488.57,214.29,3.0,8365.0,2142.9,2.8864008,1.2390236,122.64010000000036
182,2142.9,325.71,488.57,214.29,3.0,8365.0,6964.3,2.8607389,1.2309806,124.53009999999986
183,2142.9,325.71,488.57,214.29,3.0,8365.0,11786.0,2.9414422000000005,1.4522486,123.48010000000052
184,2142.9,325.71,488.57,214.29,3.0,8365.0,16607.0,2.9706675,1.7406453999999998,114.44999999999972
185,2142.9,325.71,488.57,214.29,5.0,0.0,2142.9,1.2879486999999998,7.6671761,
186,2142.9,325.71,488.57,214.29,5.0,0.0,6964.3,1.5393073,7.1655194,
187,2142.9,325.71,488.57,214.29,5.0,1132.8,2142.9,2.8584652000000004,1.1907576000000002,121.3801000000001
188,2142.9,325.71,488.57,214.29,5.0,1132.8,6964.3,2.9446236,1.2814389,123.48010000000052
189,2142.9,162.86,77.143,214.29,5.0,1132.8,2142.9,2.8742567,1.1940161,121.3797999999997
