,Wm,W0m,dm,tm,rows,Xa,Ya,gain,vswr,bandwidth
381,2142.9,651.43,77.143,214.29,5.0,0.0,6964.3,1.2683606,8.1858682,
382,2142.9,651.43,77.143,214.29,5.0,1132.8,2142.9,2.8730161,1.1860049,121.3799
383,2142.9,651.43,77.143,214.29,5.0,1132.8,6964.3,2.8814255,1.6782037,118.2300999999999
384,2142.9,651.43,77.143,214.29,5.0,3543.5,2142.9,2.8873448,1.0711834999999998,122.21990000000017
385,2142.9,651.43,77.143,214.29,5.0,3543.5,6964.3,2.8953932,1.5979748,121.59019999999998
386,2142.9,651.43,77.143,214.29,5.0,5954.3,2142.9,2.8828015,1.0653,122.00989999999967
387,2142.9,651.43,77.143,214.29,5.0,5954.3,6964.3,2.8938544,1.5951624,121.5898999999996
388,2142.9,651.43,77.143,214.29,5.0,8365.0,2142.9,2.8754919,1.0579187,122.00989999999967
389,2142.9,162.86,214.29,214.29,3.0,0.0,11786.0,2.8981787,1.7240654999999998,115.49999999999994
390,2142.9,651.43,77.143,214.29,5.0,8365.0,6964.3,2.8917189,1.5857606000000002,121.38009999999966
391,2142.9,651.43,77.143,214.29,7.0,0.0,2142.9,1.4045931,7.332711200000001,
392,2142.9,651.43,77.143,214.29,7.0,1132.8,2142.9,2.9376819,1.047224,122.01020000000008
393,2142.9,651.43,77.143,214.29,7.0,3543.5,2142.9,2.943973,1.1533307,123.05969999999976
394,2142.9,651.43,77.143,214.29,7.0,5954.3,2142.9,2.9387407000000003,1.1602485,122.8498999999994
395,2142.9,651.43,77.143,214.29,7.0,8365.0,2142.9,2.9306891,1.1678518,122.84999999999968
396,2142.9,651.43,214.29,214.29,3.0,0.0,2142.9,2.765413,1.3309142,112.14020000000023
397,2142.9,651.43,214.29,214.29,3.0,0.0,6964.3,1.2615183,8.0002414,
398,2142.9,651.43,214.29,214.29,3.0,0.0,11786.0,2.9078877,1.7245392,115.49999999999994
399,2142.9,651.43,214.29,214.29,3.0,0.0,16607.0,2.5003954,2.5408273,76.22980000000013
400,2142.9,162.86,214.29,214.29,3.0,0.0,16607.0,2.7103067000000003,2.634425,73.92000000000021
401,2142.9,651.43,214.29,214.29,3.0,1132.8,2142.9,2.8602951,1.1830542,122.22009999999985
402,2142.9,651.43,214.29,214.29,3.0,1132.8,6964.3,2.7497823,1.7428019,114.65979999999963
403,2142.9,651.43,214.29,214.29,3.0,1132.8,11786.0,2.9177394,1.443525,123.69020000000042
404,2142.9,651.43,214.29,214.29,3.0,1132.8,16607.0,2.6980988,2.0670663,97.8599
405,2142.9,651.43,214.29,214.29,3.0,3543.5,2142.9,2.8629898,1.2253981000000005,122.6399000000007
406,2142.9,651.43,214.29,214.29,3.0,3543.5,6964.3,2.7632915,1.6626328,119.27979999999972
407,2142.9,651.43,214.29,214.29,3.0,3543.5,11786.0,2.919737,1.4436436,123.48010000000008
408,2142.9,651.43,214.29,214.29,3.0,3543.5,16607.0,2.8448079,1.8819309,107.09979999999986
409,2142.9,651.43,214.29,214.29,3.0,5954.3,2142.9,2.859163,1.2318751,122.4303
410,2142.9,651.43,214.29,214.29,3.0,5954.3,6964.3,2.761721,1.6596117,119.49009999999971
411,2142.9,162.86,214.29,214.29,3.0,1132.8,2142.9,2.8534798,1.177281,122.2200999999994
412,2142.9,651.43,214.29,214.29,3.0,5954.3,11786.0,2.9182492,1.4461905000000002,123.480100000001
413,2142.9,651.43,214.29,214.29,3.0,5954.3,16607.0,2.9032801,1.7581009,113.60999999999954
414,2142.9,651.43,214.29,214.29,3.0,8365.0,2142.9,2.8555319,1.2396477,122.43010000000076
415,2142.9,651.43,214.29,214.29,3.0,8365.0,6964.3,2.7606581,1.6500157,120.11999999999956
416,2142.9,651.43,214.29,214.29,3.0,8365.0,11786.0,2.9161235,1.4540355,123.27030000000062
417,2142.9,651.43,214.29,214.29,3.0,8365.0,16607.0,2.9499997,1.7141906999999998,115.91979999999948
418,2142.9,651.43,214.29,214.29,5.0,0.0,2142.9,1.2745768,7.5292401,
419,2142.9,651.43,214.29,214.29,5.0,0.0,6964.3,1.342023,7.864519299999999,
420,2142.9,651.43,214.29,214.29,5.0,1132.8,2142.9,2.8209032000000005,1.1779872999999998,121.3799
421,2142.9,651.43,214.29,214.29,5.0,1132.8,6964.3,2.8618203,1.7037964,116.75979999999964
422,2142.9,162.86,214.29,214.29,3.0,5954.3,2142.9,2.8508485,1.2340427,122.42980000000036
423,2142.9,651.43,214.29,214.29,5.0,3543.5,2142.9,2.8334866,1.067335,122.00999999999996
424,2142.9,651.43,214.29,214.29,5.0,3543.5,6964.3,2.8748308,1.624794,121.3797999999997
425,2142.9,651.43,214.29,214.29,5.0,5954.3,2142.9,2.8287498,1.0615034,122.00979999999984
426,2142.9,651.43,214.29,214.29,5.0,5954.3,6964.3,2.8733479,1.6219064,121.38009999999966
427,2142.9,651.43,214.29,214.29,5.0,8365.0,2142.9,2.8242983,1.0543044,122.00999999999996
428,2142.9,651.43,214.29,214.29,5.0,8365.0,6964.3,2.8725071,1.6125673,121.38009999999966
429,2142.9,651.43,214.29,214.29,7.0,0.0,2142.9,1.4778418,6.8629019,
430,2142.9,651.43,214.29,214.29,7.0,1132.8,2142.9,2.8921667,1.0511678999999998,122.22010000000029
431,2142.9,651.43,214.29,214.29,7.0,3543.5,2142.9,2.8959347,1.1561662,122.8498999999994
432,2142.9,651.43,214.29,214.29,7.0,5954.3,2142.9,2.8910201,1.1630002000000002,122.6398999999998
433,2142.9,162.86,214.29,214.29,3.0,5954.3,6964.3,2.7523549,1.6563318,119.69989999999964
434,2142.9,651.43,214.29,214.29,7.0,8365.0,2142.9,2.8853122000000004,1.1705703,122.63969999999968
435,2142.9,651.43,351.43,214.29,3.0,0.0,2142.9,2.8074195,1.3497496999999998,111.92990000000025
436,2142.9,651.43,351.43,214.29,3.0,0.0,6964.3,1.47691,7.3814459,
437,2142.9,651.43,351.43,214.29,3.0,0.0,11786.0,2.9443532,1.714649,116.1298999999998
438,2142.9,651.43,351.43,214.29,3.0,0.0,16607.0,2.530768,2.5529173,75.80999999999972
439,2142.9,651.43,351.43,214.29,3.0,1132.8,2142.9,2.9054585,1.1767356000000002,122.42989999999976
440,2142.9,651.43,351.43,214.29,3.0,1132.8,6964.3,2.8575007,1.3599424,124.10990000000012
441,2142.9,651.43,351.43,214.29,3.0,1132.8,11786.0,2.9548696,1.4379191999999998,123.6904000000001
442,2142.9,651.43,351.43,214.29,3.0,1132.8,16607.0,2.7183695,2.0782628,97.4400000000002
443,2142.9,651.43,351.43,214.29,3.0,3543.5,2142.9,2.9081654,1.2221726000000002,122.64009999999992
444,2142.9,162.86,77.143,214.29,3.0,1132.8,2142.9,2.9068472,1.1715348,122.22010000000029
445,2142.9,162.86,214.29,214.29,3.0,1132.8,16607.0,2.8174592,2.1078424,96.18000000000038
446,2142.9,651.43,351.43,214.29,3.0,3543.5,6964.3,2.8682963,1.2876674,124.5299000000002
447,2142.9,651.43,351.43,214.29,3.0,3543.5,11786.0,2.9569721,1.4396806999999998,123.48009999999964
448,2142.9,651.43,351.43,214.29,3.0,3543.5,16607.0,2.8579246,1.8913769,106.6798999999996
449,2142.9,651.43,351.43,214.29,3.0,5954.3,2142.9,2.9047492000000004,1.2290506,122.42980000000036
450,2142.9,651.43,351.43,214.29,3.0,5954.3,6964.3,2.8660415,1.2847309,124.53010000000076
451,2142.9,651.43,351.43,214.29,3.0,5954.3,11786.0,2.9558788,1.4425643,123.48010000000008
452,2142.9,651.43,351.43,214.29,3.0,5954.3,16607.0,2.913785,1.7663403000000002,113.1899999999999
453,2142.9,651.43,351.43,214.29,3.0,8365.0,2142.9,2.9002548,1.2368940000000002,122.43009999999988
454,2142.9,651.43,351.43,214.29,3.0,8365.0,6964.3,2.8632384,1.2771184,124.32000000000043
455,2142.9,651.43,351.43,214.29,3.0,8365.0,11786.0,2.9532443,1.4504638,123.47989999999996
456,2142.9,162.86,214.29,214.29,3.0,3543.5,2142.9,2.8555015,1.2257175,122.6399000000007
457,2142.9,651.43,351.43,214.29,3.0,8365.0,16607.0,2.9564013,1.7221096000000002,115.49999999999994
458,2142.9,651.43,351.43,214.29,5.0,0.0,2142.9,1.3091416,7.6172205,
459,2142.9,651.43,351.43,214.29,5.0,0.0,6964.3,1.5223538,7.2465765,
460,2142.9,651.43,351.43,214.29,5.0,1132.8,2142.9,2.8615342,1.1861565,121.3799
461,2142.9,651.43,351.43,214.29,5.0,1132.8,6964.3,2.9396083,1.3271377,123.27000000000066
462,2142.9,651.43,351.43,214.29,5.0,3543.5,2142.9,2.8751314,1.0711191999999998,122.21990000000017
463,2142.9,651.43,351.43,214.29,5.0,3543.5,6964.3,2.9493344,1.2562775,123.69010000000014
464,2142.9,651.43,351.43,214.29,5.0,5954.3,2142.9,2.8706849,1.0648095,122.00989999999967
465,2142.9,651.43,351.43,214.29,5.0,5954.3,6964.3,2.9473077,1.2534635,123.69019999999998
466,2142.9,651.43,351.43,214.29,5.0,8365.0,2142.9,2.8656842,1.0574568000000002,122.00989999999967
467,2142.9,162.86,214.29,214.29,3.0,3543.5,6964.3,2.7546403,1.6605501,119.49009999999971
468,2142.9,651.43,351.43,214.29,5.0,8365.0,6964.3,2.9457054,1.2461611,123.68990000000046
469,2142.9,651.43,351.43,214.29,7.0,0.0,2142.9,1.5065467,6.9489818,
470,2142.9,651.43,351.43,214.29,7.0,1132.8,2142.9,2.9286212000000003,1.0466607,122.21999999999954
471,2142.9,651.43,351.43,214.29,7.0,3543.5,2142.9,2.933084,1.1527933,123.05969999999976
472,2142.9,651.43,351.43,214.29,7.0,5954.3,2142.9,2.9275628,1.1601433,122.8498999999994
473,2142.9,651.43,351.43,214.29,7.0,8365.0,2142.9,2.9217493,1.1678109,122.84999999999968
474,2142.9,651.43,488.57,214.29,3.0,0.0,2142.9,2.7755935000000003,1.3666618,111.9298999999998
475,2142.9,651.43,488.57,214.29,3.0,0.0,6964.3,1.4552895,7.3293101,
476,2142.9,651.43,488.57,214.29,3.0,0.0,11786.0,2.9222614,1.7115468,116.33989999999984
477,2142.9,651.43,488.57,214.29,3.0,0.0,16607.0,2.5364044,2.5771164,74.75999999999993
478,2142.9,162.86,214.29,214.29,3.0,3543.5,11786.0,2.9120048,1.4459518,123.480100000001
479,2142.9,651.43,488.57,214.29,3.0,1132.8,2142.9,2.8781828,1.1764125,122.42989999999976
480,2142.9,651.43,488.57,214.29,3.0,1132.8,6964.3,2.8448453,1.2955101999999998,124.31980000000031
481,2142.9,651.43,488.57,214.29,3.0,1132.8,11786.0,2.9324296000000003,1.4396569,123.48009999999964
482,2142.9,651.43,488.57,214.29,3.0,1132.8,16607.0,2.7230465,2.1019933,96.18000000000038
483,2142.9,651.43,488.57,214.29,3.0,3543.5,2142.9,2.8810342,1.2235649,122.4299000000002
484,2142.9,651.43,488.57,214.29,3.0,3543.5,6964.3,2.8541048,1.2267705,124.52989999999974
485,2142.9,651.43,488.57,214.29,3.0,3543.5,11786.0,2.9343623,1.442297,123.48010000000008
486,2142.9,651.43,488.57,214.29,3.0,3543.5,16607.0,2.8626889,1.9137872,105.4198999999998
487,2142.9,651.43,488.57,214.29,3.0,5954.3,2142.9,2.8774096,1.2306138999999998,122.64010000000036
488,2142.9,651.43,488.57,214.29,3.0,5954.3,6964.3,2.8518313,1.2237805,124.53029999999998
489,2142.9,162.86,214.29,214.29,3.0,3543.5,16607.0,2.9192411,1.9003142,106.04999999999976
490,2142.9,651.43,488.57,214.29,3.0,5954.3,11786.0,2.9332465,1.4452279,123.480100000001
491,2142.9,651.43,488.57,214.29,3.0,5954.3,16607.0,2.9185244,1.7869453999999998,112.14000000000011
492,2142.9,651.43,488.57,214.29,3.0,8365.0,2142.9,2.8740285,1.2384636999999998,122.64010000000036
493,2142.9,651.43,488.57,214.29,3.0,8365.0,6964.3,2.8507715,1.2165746000000002,124.53000000000048
494,2142.9,651.43,488.57,214.29,3.0,8365.0,11786.0,2.9314625,1.4531532,123.48010000000052
495,2142.9,651.43,488.57,214.29,3.0,8365.0,16607.0,2.9620502,1.741844,114.44999999999972
496,2142.9,651.43,488.57,214.29,5.0,0.0,2142.9,1.2421284,7.764466400000001,
497,2142.9,651.43,488.57,214.29,5.0,0.0,6964.3,1.5275441,7.204126400000001,
498,2142.9,651.43,488.57,214.29,5.0,1132.8,2142.9,2.8453123,1.1874388,121.38000000000028
499,2142.9,651.43,488.57,214.29,5.0,1132.8,6964.3,2.946438,1.2652932,123.47959999999958
500,2142.9,162.86,214.29,214.29,3.0,5954.3,2142.9,2.8508489,1.2340427,122.42980000000036
501,2142.9,651.43,488.57,214.29,5.0,3543.5,2142.9,2.8586395,1.07035,122.21990000000017
502,2142.9,651.43,488.57,214.29,5.0,3543.5,6964.3,2.9553632000000003,1.1979391,123.89999999999988
503,2142.9,651.43,488.57,214.29,5.0,5954.3,2142.9,2.8542791000000003,1.0637581,122.21979999999988
504,2142.9,651.43,488.57,214.29,5.0,5954.3,6964.3,2.9532969,1.1950769,123.90010000000018
505,2142.9,651.43,488.57,214.29,5.0,8365.0,2142.9,2.8500339,1.0564241,122.22
506,2142.9,651.43,488.57,214.29,5.0,8365.0,6964.3,2.9515236,1.1880687,123.69010000000058
507,2142.9,651.43,488.57,214.29,7.0,0.0,2142.9,1.4435858,7.0962009,
508,2142.9,651.43,488.57,214.29,7.0,1132.8,2142.9,2.9142691000000003,1.0447982,122.21999999999954
509,2142.9,651.43,488.57,214.29,7.0,3543.5,2142.9,2.9187764,1.1530003,123.05969999999976
510,2142.9,651.43,488.57,214.29,7.0,5954.3,2142.9,2.9136576,1.1606665,123.05999999999972
511,2142.9,162.86,214.29,214.29,3.0,5954.3,6964.3,2.7523551,1.6563318,119.69989999999964
512,2142.9,651.43,488.57,214.29,7.0,8365.0,2142.9,2.9082665,1.1683747,122.85000000000012
513,6964.3,162.86,77.143,696.43,3.0,0.0,2142.9,-5.654378,4.3878892,32.759900000000286
514,6964.3,162.86,77.143,696.43,3.0,0.0,6964.3,2.9106906,3.8817072,
515,6964.3,162.86,77.143,696.43,3.0,1132.8,2142.9,3.2385389,1.108094,122.43009999999988
516,6964.3,162.86,77.143,696.43,3.0,1132.8,6964.3,3.2236186,1.6632076,119.4898999999996
517,6964.3,162.86,77.143,696.43,3.0,3543.5,2142.9,3.137923,1.1204798,123.68990000000002
518,6964.3,162.86,77.143,696.43,3.0,3543.5,6964.3,3.163655,1.5759778999999998,124.52989999999974
519,2142.9,162.86,214.29,214.29,3.0,5954.3,11786.0,2.9100965,1.4495011,123.47989999999996
520,2142.9,162.86,214.29,214.29,3.0,5954.3,16607.0,2.9471217,1.7652244,113.1899999999999
521,6964.3,162.86,214.29,696.43,3.0,3543.5,6964.3,3.0890765,1.600541,123.05999999999972
522,6964.3,162.86,351.43,696.43,3.0,0.0,2142.9,-5.5198918,4.1835199,38.85009999999944
523,6964.3,162.86,351.43,696.43,3.0,0.0,6964.3,2.8023913,4.1063728,
524,2142.9,162.86,214.29,214.29,3.0,8365.0,2142.9,2.8464009,1.2423992,122.43009999999988
525,2142.9,162.86,77.143,214.29,3.0,1132.8,6964.3,2.8035113,1.7235328999999997,115.70999999999998
526,2142.9,162.86,214.29,214.29,3.0,8365.0,6964.3,2.7509222,1.6464107,120.3297999999995
527,6964.3,162.86,488.57,696.43,3.0,1132.8,2142.9,3.2081774,1.3766661,123.2700000000002
528,6964.3,162.86,488.57,696.43,3.0,1132.8,6964.3,3.1720136,1.7786628,112.7701000000001
529,2142.9,162.86,214.29,214.29,3.0,8365.0,11786.0,2.90766,1.4576863000000002,123.47980000000058
530,6964.3,325.71,77.143,696.43,3.0,0.0,6964.3,2.9547012,3.8569957,
531,2142.9,162.86,214.29,214.29,3.0,8365.0,16607.0,2.9376563,1.7124849999999998,116.1298999999998
532,2142.9,162.86,214.29,214.29,3.0,10776.0,2142.9,2.8433304,1.2427941999999998,122.43009999999988
533,2142.9,162.86,214.29,214.29,3.0,10776.0,6964.3,2.7486297000000004,1.6470497,120.11999999999956
534,2142.9,162.86,214.29,214.29,3.0,10776.0,11786.0,2.906309,1.4582342,123.26980000000054
535,2142.9,162.86,214.29,214.29,3.0,10776.0,16607.0,2.9678837,1.37059,122.6401000000008
536,2142.9,162.86,214.29,214.29,5.0,0.0,2142.9,1.2462955,7.590241099999999,
537,2142.9,162.86,214.29,214.29,5.0,0.0,6964.3,1.3305206,7.9012383,
538,2142.9,162.86,214.29,214.29,5.0,1132.8,2142.9,2.8186372000000004,1.1861748,121.3799
539,2142.9,162.86,77.143,214.29,3.0,1132.8,11786.0,2.9573312,1.4367477,123.48010000000008
540,2142.9,162.86,214.29,214.29,5.0,1132.8,6964.3,2.8628445,1.7062529,116.75979999999964
541,2142.9,162.86,214.29,214.29,5.0,3543.5,2142.9,2.8311531000000003,1.0687497,122.21999999999954
542,2142.9,162.86,214.29,214.29,5.0,3543.5,6964.3,2.876488,1.6231984,121.38009999999966
543,2142.9,162.86,214.29,214.29,5.0,5954.3,2142.9,2.8254048,1.0611464,122.01019999999964
544,2142.9,162.86,214.29,214.29,5.0,5954.3,6964.3,2.8740809,1.6191061000000002,121.3801000000001
545,2142.9,162.86,214.29,214.29,5.0,8365.0,2142.9,2.8194222,1.0534278,122.00999999999996
546,2142.9,162.86,214.29,214.29,5.0,8365.0,6964.3,2.8727117,1.6094105,121.38009999999922
547,2142.9,162.86,214.29,214.29,5.0,10776.0,2142.9,2.8150776,1.052639,121.80009999999974
548,2142.9,162.86,214.29,214.29,5.0,10776.0,6964.3,2.8685674,1.6092189,121.38009999999922
549,2142.9,162.86,214.29,214.29,7.0,0.0,2142.9,1.4527066000000002,6.919600999999999,
550,2142.9,162.86,77.143,214.29,3.0,1132.8,16607.0,2.1963772,2.1041151,88.41010000000038
551,2142.9,162.86,214.29,214.29,7.0,1132.8,2142.9,2.8914359,1.0482935,122.22009999999985
552,2142.9,162.86,214.29,214.29,7.0,3543.5,2142.9,2.8947199,1.1573203,122.8498999999994
553,2142.9,162.86,214.29,214.29,7.0,5954.3,2142.9,2.8879675,1.1661468,122.84999999999968
554,2142.9,162.86,214.29,214.29,7.0,8365.0,2142.9,2.8812508,1.1743993,122.84999999999968
555,2142.9,162.86,214.29,214.29,7.0,10776.0,2142.9,2.8751048,1.1756678,122.64019999999933
556,2142.9,162.86,351.43,214.29,3.0,0.0,2142.9,2.74422,1.3547998,111.9301000000008
557,2142.9,162.86,351.43,214.29,3.0,0.0,6964.3,1.3970155,7.3930253,
558,2142.9,162.86,351.43,214.29,3.0,0.0,11786.0,2.8956064,1.7194351000000003,115.70979999999986
559,2142.9,162.86,351.43,214.29,3.0,0.0,16607.0,2.5146722,2.5577397,75.59990000000028
560,2142.9,162.86,351.43,214.29,3.0,1132.8,2142.9,2.8502451,1.1748878,122.22009999999985
561,2142.9,162.86,77.143,214.29,3.0,3543.5,2142.9,2.9109257,1.2214851999999998,122.43000000000004
562,2142.9,162.86,351.43,214.29,3.0,1132.8,6964.3,2.8065109,1.3573414,123.90010000000062
563,2142.9,162.86,351.43,214.29,3.0,1132.8,11786.0,2.9079725,1.4413573,123.48010000000008
564,2142.9,162.86,351.43,214.29,3.0,1132.8,16607.0,2.7068711,2.0837235,97.01989999999982
565,2142.9,162.86,351.43,214.29,3.0,3543.5,2142.9,2.8525154,1.2259414,122.6399000000007
566,2142.9,162.86,351.43,214.29,3.0,3543.5,6964.3,2.8163558,1.282437,124.52989999999974
567,2142.9,162.86,351.43,214.29,3.0,3543.5,11786.0,2.9098902,1.4460289,123.480100000001
568,2142.9,162.86,351.43,214.29,3.0,3543.5,16607.0,2.8465878,1.9015285,106.04999999999976
569,2142.9,162.86,351.43,214.29,3.0,5954.3,2142.9,2.8483304,1.2342619,122.42980000000036
570,2142.9,162.86,351.43,214.29,3.0,5954.3,6964.3,2.8140909,1.2788417,124.32000000000043
571,2142.9,162.86,351.43,214.29,5.0,8365.0,2142.9,2.8199605,1.0533496,122.00999999999996
